,credit.policy,int.rate,installment,revol.bal,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,education_or_small_business,major_purchase_or_credit_card,demerits
2553,1,0.16,123.06,5369,0,0,0,0,0,0,0
2554,1,0.1148,167.32,7058,0,0,0,1,0,0,0
2555,1,0.1189,116.08,4621,0,0,0,0,0,1,0
2556,1,0.1505,381.61,9778,0,0,0,0,0,0,0
2557,1,0.0737,521.57,800,2,0,0,0,0,0,2
2558,1,0.1316,692.29,20450,1,0,0,0,0,0,1
2559,1,0.1379,272.61,5142,2,0,0,0,0,1,2
2560,1,0.1474,276.3,17588,0,2,0,0,0,0,2
2561,1,0.1253,401.6,29755,2,0,0,0,0,0,2
2562,1,0.1189,331.64,5811,1,0,0,0,0,0,1
2563,1,0.1695,534.41,5330,0,0,0,0,1,0,0
2564,1,0.0963,545.61,10359,0,0,0,0,0,0,0
2565,1,0.1347,373.15,8476,0,0,0,0,0,0,0
2566,1,0.08,125.35,703,0,0,0,0,0,0,0
2567,1,0.0963,160.48,4637,1,0,0,0,0,0,1
2568,1,0.08,266.36,7439,0,0,0,0,0,0,0
2569,1,0.1316,168.86,71053,2,0,1,0,0,0,3
2570,1,0.1316,312.38,9190,0,0,0,0,0,1,0
2571,1,0.0737,263.89,9321,2,0,0,0,0,0,2
2572,1,0.0768,31.2,21003,2,0,0,0,0,0,2
2573,1,0.16,421.89,12683,0,1,1,0,0,0,2
2574,1,0.0932,351.42,4148,2,0,0,0,0,1,2
2575,1,0.1411,342.29,3520,1,2,0,0,0,0,3
2576,1,0.1221,333.15,2435,2,0,0,0,0,0,2
2577,1,0.1635,335.63,17105,1,0,0,0,1,0,1
2578,1,0.1316,337.71,26,0,0,0,0,1,0,0
2579,1,0.1221,119.94,90,2,0,0,0,0,0,2
2580,1,0.1537,167.27,1101,1,0,0,0,0,0,1
2581,1,0.0768,224.58,3712,2,0,0,0,0,1,2
2582,1,0.08,441.84,10513,1,0,0,0,0,0,1
2583,1,0.1347,339.23,24485,5,0,0,0,0,0,5
2584,1,0.1284,605.13,16955,5,0,0,0,0,0,5
2585,1,0.1189,331.64,11628,0,0,1,0,0,0,1
2586,1,0.1316,81.05,5396,2,0,1,0,1,0,3
2587,1,0.1316,574.1,13429,0,0,0,1,0,0,0
2588,1,0.1379,340.76,1400,0,1,1,0,0,0,2
2589,1,0.1347,135.7,1067,2,1,0,0,0,0,3
2590,1,0.0737,322.88,21326,1,0,0,0,0,0,1
2591,1,0.08,313.37,7195,1,0,0,0,0,0,1
2592,1,0.0963,385.14,1977,3,0,0,0,1,0,3
2593,1,0.1253,334.67,26788,3,0,0,1,0,0,3
2594,1,0.1253,836.66,93559,1,0,0,0,1,0,1
2595,1,0.1537,193.4,260,3,0,1,0,0,1,4
2596,1,0.1253,669.33,3719,1,0,0,0,1,0,1
2597,1,0.1316,405.25,7879,2,0,0,0,0,1,2
2598,1,0.1253,435.07,13407,0,0,0,0,0,0,0
2599,1,0.1379,255.57,1805,2,1,0,0,1,0,3
2600,1,0.0963,192.57,11741,0,0,0,0,0,0,0
2601,1,0.1568,350.02,1815,2,0,0,1,0,0,2
2602,1,0.1663,780.34,27302,0,0,0,0,0,1,0
2603,1,0.1442,412.6,8748,1,0,0,1,0,0,1
2604,1,0.08,188.02,1112,0,0,0,0,0,0,0
2605,1,0.1411,405.62,15677,3,0,0,0,0,0,3
2606,1,0.1253,401.6,7464,2,0,0,1,0,0,2
2607,1,0.1189,165.82,15155,2,0,0,0,0,1,2
2608,1,0.16,147.67,6154,0,0,0,0,0,0,0
2609,1,0.1474,86.35,5002,3,0,0,0,0,0,3
2610,1,0.1284,504.27,20105,3,0,0,0,0,0,3
2611,1,0.0963,185.35,9619,0,0,0,1,0,0,0
2612,1,0.1379,221.5,12518,0,1,0,0,0,0,1
2613,1,0.1474,276.3,8441,1,0,1,0,0,0,2
2614,1,0.1442,292.26,7429,1,0,0,0,0,0,1
2615,1,0.1253,87.02,7155,1,0,0,0,0,0,1
2616,1,0.1411,167.73,4341,2,0,0,0,0,0,2
2617,1,0.0963,224.66,8035,1,0,0,0,0,1,1
2618,1,0.1537,374.6,21765,0,0,0,0,0,0,0
2619,1,0.1316,168.86,5176,0,0,0,0,0,0,0
2620,1,0.1411,290.95,3441,0,0,0,1,0,0,0
2621,1,0.1411,171.15,4852,2,1,0,0,0,0,3
2622,1,0.1758,718.84,18606,0,1,0,0,0,0,1
2623,1,0.1189,198.99,17511,3,0,0,0,0,0,3
2624,1,0.1663,532.05,14608,1,0,0,0,0,0,1
2625,1,0.1221,166.58,13344,2,0,0,0,1,0,2
2626,1,0.1189,298.48,5390,0,0,1,0,0,1,1
2627,1,0.1411,143.77,2255,1,0,0,0,0,0,1
2628,1,0.0932,207.66,2530,0,0,0,1,0,0,0
2629,1,0.1284,504.27,2,2,0,0,0,0,0,2
2630,1,0.1221,399.78,24029,1,0,0,0,0,0,1
2631,1,0.0932,63.9,21,2,0,0,0,0,1,2
2632,1,0.1411,684.58,17811,1,0,0,0,0,0,1
2633,1,0.1221,499.73,0,1,0,0,0,0,0,1
2634,1,0.1426,240.15,5999,1,0,0,1,0,0,1
2635,1,0.0963,248.74,6720,0,0,0,0,0,0,0
2636,1,0.16,281.26,3292,1,1,0,0,0,0,2
2637,1,0.16,527.36,15896,1,0,0,1,0,0,1
2638,1,0.1663,567.52,438,3,0,0,0,1,0,3
2639,1,0.1505,693.83,18636,3,0,0,0,0,0,3
2640,1,0.1474,552.59,17436,1,0,0,0,0,0,1
2641,1,0.1253,836.66,14911,1,0,0,0,0,0,1
2642,1,0.1442,498.55,20392,1,0,0,0,0,0,1
2643,1,0.1316,287.05,30532,3,0,0,1,0,0,3
2644,1,0.0737,248.37,31939,1,0,0,1,0,0,1
2645,1,0.08,188.02,5970,1,0,0,0,0,0,1
2646,1,0.1347,447.78,9721,2,0,0,0,0,0,2
2647,1,0.0963,160.48,9347,2,0,0,0,0,1,2
2648,1,0.1189,348.23,13610,0,0,0,0,0,1,0
2649,1,0.1474,51.81,1781,3,0,0,1,0,0,3
2650,1,0.0932,159.74,7170,1,0,0,0,1,0,1
2651,1,0.1189,530.63,29204,2,0,0,0,1,0,2
2652,1,0.1426,274.45,16090,3,0,0,1,1,0,3
2653,1,0.0768,49.91,2753,0,0,0,0,0,1,0
2654,1,0.0737,372.55,56348,0,0,0,0,0,0,0
2655,1,0.0963,417.23,0,1,0,0,0,1,0,1
2656,1,0.1316,379.92,11197,2,0,0,0,0,0,2
2657,1,0.0932,319.47,99,1,0,0,0,0,0,1
2658,1,0.1253,251.0,298,0,0,0,1,1,0,0
2659,1,0.1189,331.64,4435,0,0,0,0,0,0,0
2660,1,0.1568,113.76,3352,0,0,0,1,1,0,0
2661,1,0.1347,407.08,43863,2,0,0,0,0,0,2
2662,1,0.1284,235.33,3706,0,0,0,0,0,0,0
2663,1,0.1316,405.25,9030,2,0,0,0,0,1,2
2664,1,0.08,313.37,2227,0,0,0,0,0,0,0
2665,1,0.1379,286.24,1924,1,0,0,1,0,0,1
2666,1,0.0963,481.42,21267,1,0,0,0,1,0,1
2667,1,0.0963,160.48,2602,1,0,0,0,0,0,1
2668,1,0.1632,529.71,7467,2,0,0,0,0,0,2
2669,1,0.1221,158.25,26272,1,0,0,0,0,0,1
2670,1,0.1568,280.02,10702,0,0,0,0,0,0,0
2671,1,0.0768,311.91,400,1,0,0,0,0,0,1
2672,1,0.1221,666.3,13893,4,0,0,0,1,0,4
2673,1,0.0932,527.13,41921,0,0,0,1,0,0,0
2674,1,0.0932,233.22,8351,3,0,0,0,0,0,3
2675,1,0.1505,416.3,4770,2,0,2,0,1,0,4
2676,1,0.1568,525.03,50910,0,0,0,0,0,0,0
2677,1,0.1411,232.76,1356,2,1,0,0,1,0,3
2678,1,0.1253,669.33,25313,2,0,0,0,0,0,2
2679,1,0.1221,599.67,17064,0,0,0,0,0,0,0
2680,1,0.1253,117.14,7730,1,0,0,0,0,1,1
2681,1,0.1316,362.19,20854,2,0,0,0,0,1,2
2682,1,0.1347,101.77,15093,1,0,0,1,0,0,1
2683,1,0.1474,120.88,36162,3,0,0,1,0,0,3
2684,1,0.08,100.28,849,0,0,0,0,1,0,0
2685,1,0.08,470.05,8952,1,0,0,0,0,0,1
2686,1,0.1284,806.83,7815,0,0,0,0,1,0,0
2687,1,0.1474,386.82,10673,0,0,0,0,0,0,0
2688,1,0.1568,245.02,5546,0,0,0,0,0,0,0
2689,1,0.0963,320.95,1571,0,0,0,0,0,0,0
2690,1,0.1632,247.2,4747,1,1,0,0,0,0,2
2691,1,0.08,172.35,6860,0,0,0,0,0,0,0
2692,1,0.1316,168.86,4536,0,0,1,0,0,0,1
2693,1,0.1568,245.02,4748,2,0,0,0,0,0,2
2694,1,0.1316,844.26,14323,1,0,0,1,0,1,1
2695,1,0.1221,632.99,49836,1,0,0,0,1,0,1
2696,1,0.1821,290.07,8111,2,0,0,0,0,0,2
2697,1,0.1189,198.99,18136,0,0,0,0,0,0,0
2698,1,0.16,404.31,22416,1,0,0,0,0,0,1
2699,1,0.1284,537.89,16016,0,0,0,0,0,0,0
2700,1,0.1347,237.46,3915,0,0,0,0,0,0,0
2701,1,0.1221,258.2,14610,0,0,0,1,0,1,0
2702,1,0.08,263.23,1506,0,0,0,0,0,0,0
2703,1,0.08,172.35,4590,0,0,0,0,0,0,0
2704,1,0.1284,168.09,724,1,0,0,0,0,0,1
2705,1,0.1505,346.92,0,2,0,0,0,0,1,2
2706,1,0.1316,337.71,2025,1,0,0,1,0,0,1
2707,1,0.0768,374.29,16810,2,0,0,1,0,0,2
2708,1,0.0963,215.04,35,0,0,0,0,0,1,0
2709,1,0.08,125.35,3008,0,0,0,0,0,0,0
2710,1,0.1347,407.08,12540,1,0,0,0,0,0,1
2711,1,0.0963,385.14,25133,1,0,0,0,0,1,1
2712,1,0.1632,331.95,4700,1,0,0,0,0,0,1
2713,1,0.1411,342.29,10843,0,1,0,1,0,0,1
2714,1,0.1347,407.08,11377,1,0,0,1,0,0,1
2715,1,0.0963,320.95,1251,1,0,1,0,0,0,2
2716,1,0.1505,477.01,5269,3,0,0,1,1,0,3
2717,1,0.1221,499.73,11700,0,0,0,0,1,0,0
2718,1,0.1284,84.05,1580,1,0,0,0,0,0,1
2719,1,0.1347,339.23,26694,3,0,0,0,0,0,3
2720,1,0.1284,504.27,27201,0,0,0,0,0,1,0
2721,1,0.0963,320.95,7108,2,0,0,0,0,0,2
2722,1,0.1442,687.66,58981,2,0,0,0,0,1,2
2723,1,0.08,156.69,1012,0,0,0,0,0,0,0
2724,1,0.1221,666.3,99,0,0,0,0,0,0,0
2725,1,0.1537,104.54,1048,1,0,0,1,0,0,1
2726,1,0.1474,276.3,21202,0,1,0,0,0,0,1
2727,1,0.0932,313.08,16248,0,0,0,0,0,0,0
2728,1,0.0932,159.74,3901,2,0,0,0,0,0,2
2729,1,0.1284,672.36,45210,1,0,0,0,0,0,1
2730,1,0.1726,894.61,35172,0,0,0,1,0,0,0
2731,1,0.1442,687.66,18789,3,0,0,0,0,0,3
2732,1,0.1221,399.78,24904,2,0,0,0,0,1,2
2733,1,0.1411,410.75,4532,0,0,0,0,0,0,0
2734,1,0.1632,474.97,6021,0,1,0,0,0,0,1
2735,1,0.1379,391.87,11361,0,3,0,0,0,0,3
2736,1,0.0963,224.66,962,0,1,0,0,0,0,1
2737,1,0.1474,690.74,1483,0,0,0,0,0,0,0
2738,1,0.06,91.27,859,0,0,0,0,1,0,0
2739,1,0.1695,356.27,6070,1,0,0,0,1,0,1
2740,1,0.1379,340.76,8316,0,0,0,0,0,1,0
2741,1,0.1218,399.6,16353,0,0,0,0,0,0,0
2742,1,0.1347,67.85,6191,1,0,0,0,0,0,1
2743,1,0.0963,513.51,8823,1,0,0,0,1,0,1
2744,1,0.1284,242.05,19434,2,0,0,0,0,0,2
2745,1,0.1253,301.2,42813,2,0,0,1,0,0,2
2746,1,0.1496,207.87,14417,0,0,0,0,0,0,0
2747,1,0.1347,542.77,46392,1,0,0,0,0,0,1
2748,1,0.1505,190.81,1953,2,1,0,0,0,0,3
2749,1,0.0932,191.69,42518,2,0,0,0,0,1,2
2750,1,0.0932,191.69,14650,5,0,0,0,0,0,5
2751,1,0.1253,167.34,70432,0,0,0,0,1,0,0
2752,1,0.1221,666.3,3606,0,0,0,0,1,0,0
2753,1,0.1505,260.19,82153,0,0,0,0,0,0,0
2754,1,0.1442,51.58,457,0,0,0,0,0,0,0
2755,1,0.1505,294.88,11131,1,0,0,1,0,0,1
2756,1,0.1253,187.42,15341,1,0,0,1,0,1,1
2757,1,0.1126,312.21,700,7,0,0,0,0,0,7
2758,1,0.1316,303.94,1813,1,0,1,0,0,0,2
2759,1,0.1347,244.25,28767,1,0,0,0,0,0,1
2760,1,0.1505,156.12,0,1,2,1,0,0,1,4
2761,1,0.1411,329.46,13575,0,0,0,1,0,0,0
2762,1,0.1347,284.95,9631,3,0,0,0,0,0,3
2763,1,0.1347,814.15,5,3,0,0,0,1,0,3
2764,1,0.1379,511.14,15166,2,0,0,0,0,1,2
2765,1,0.1442,55.02,0,0,0,1,0,0,0,1
2766,1,0.1221,333.15,6711,1,0,0,0,0,0,1
2767,1,0.1316,413.69,4850,1,0,0,1,1,0,1
2768,1,0.1158,528.22,41491,0,0,0,0,0,0,0
2769,1,0.1379,238.53,7494,0,0,0,0,0,0,0
2770,1,0.1411,676.02,11667,1,0,0,1,0,0,1
2771,1,0.1347,169.62,3048,0,1,0,0,0,0,1
2772,1,0.1316,506.56,49542,2,0,0,0,0,1,2
2773,1,0.0932,319.47,12255,0,0,0,0,0,0,0
2774,1,0.0932,63.9,0,0,0,0,0,1,0,0
2775,1,0.1442,171.92,4233,0,0,0,1,1,0,0
2776,1,0.1411,164.3,8038,0,0,0,0,0,0,0
2777,1,0.0932,255.58,79821,0,0,0,0,0,0,0
2778,1,0.1189,663.28,22828,1,0,0,0,0,0,1
2779,1,0.1379,681.51,7629,0,0,0,0,0,0,0
2780,1,0.0768,124.77,3199,0,0,0,0,0,0,0
2781,1,0.1253,836.66,30215,1,0,0,1,0,0,1
2782,1,0.1379,170.38,445,2,0,0,0,0,0,2
2783,1,0.08,313.37,1858,0,0,0,0,0,0,0
2784,1,0.1568,420.02,7805,0,0,0,0,0,0,0
2785,1,0.0963,385.14,2300,0,0,0,0,0,0,0
2786,1,0.1379,436.17,39311,0,0,0,0,0,1,0
2787,1,0.0768,194.95,2094,1,0,0,0,1,0,1
2788,1,0.1632,353.14,3996,0,0,1,1,0,0,1
2789,1,0.1095,170.12,25972,1,0,0,0,0,0,1
2790,1,0.16,527.36,5918,1,0,0,1,1,0,1
2791,1,0.1189,238.79,9144,0,0,0,0,0,1,0
2792,1,0.1189,198.99,4965,0,0,0,0,0,0,0
2793,1,0.1284,336.18,3462,0,0,0,0,0,1,0
2794,1,0.1474,172.69,3335,2,0,0,1,1,0,2
2795,1,0.1221,199.89,297,0,0,0,0,0,1,0
2796,1,0.1568,210.01,7160,1,0,0,0,0,0,1
2797,1,0.1316,432.26,6214,0,0,0,0,0,0,0
2798,1,0.1253,560.56,11860,1,0,0,0,0,0,1
2799,1,0.1379,170.38,693,1,0,0,0,0,0,1
2800,1,0.1632,141.26,34008,0,0,0,0,0,0,0
2801,1,0.1474,414.45,7810,1,0,0,0,0,0,1
2802,1,0.1316,405.25,15127,0,0,1,0,0,0,1
2803,1,0.1316,324.2,7491,0,1,0,0,0,0,1
2804,1,0.1537,684.73,43620,0,0,0,0,0,1,0
2805,1,0.1474,442.08,24769,2,1,0,0,0,1,3
2806,1,0.08,222.49,4409,3,0,0,0,0,0,3
2807,1,0.1411,313.2,46268,1,1,0,1,0,0,2
2808,1,0.1189,414.55,12663,1,0,0,0,0,1,1
2809,1,0.1537,139.39,4071,0,0,0,0,0,0,0
2810,1,0.1682,533.43,15214,0,2,0,0,0,0,2
2811,1,0.1095,654.28,12683,0,0,0,0,0,0,0
2812,1,0.1568,385.02,9649,0,0,0,1,0,0,0
2813,1,0.1635,706.59,22739,0,0,0,0,0,0,0
2814,1,0.08,150.42,3473,4,0,0,0,0,0,4
2815,1,0.1284,336.18,7350,3,1,0,0,0,0,4
2816,1,0.1474,690.74,19367,2,0,0,0,0,0,2
2817,1,0.1253,401.6,13376,2,0,0,0,0,0,2
2818,1,0.1347,379.94,0,1,1,0,1,1,0,2
2819,1,0.0963,433.28,18116,0,0,0,0,1,0,0
2820,1,0.0768,165.32,1674,1,0,0,0,0,0,1
2821,1,0.1316,50.66,10926,2,1,0,0,0,0,3
2822,1,0.1442,192.55,3805,2,0,0,0,0,0,2
2823,1,0.1221,333.15,9484,0,0,0,0,0,1,0
2824,1,0.1726,150.3,9753,1,0,0,0,0,0,1
2825,1,0.1411,410.75,752,2,2,0,1,1,0,4
2826,1,0.1505,138.77,555,2,1,0,0,0,0,3
2827,1,0.1568,328.14,4485,0,2,0,1,0,0,2
2828,1,0.0932,263.57,29576,2,0,0,0,0,1,2
2829,1,0.1442,481.36,1840,1,0,0,0,0,0,1
2830,1,0.1253,560.56,25409,0,0,0,0,0,0,0
2831,1,0.1726,687.06,20732,0,0,0,0,0,0,0
2832,1,0.1221,266.52,54855,0,0,0,0,0,0,0
2833,1,0.08,156.69,33,2,0,0,0,0,0,2
2834,1,0.0737,543.3,3524,2,0,0,0,0,0,2
2835,1,0.1221,149.92,5198,2,0,0,0,0,1,2
2836,1,0.0932,255.58,1575,0,0,0,0,0,0,0
2837,1,0.1682,675.68,9246,2,0,1,0,0,0,3
2838,1,0.1537,209.08,24214,0,0,0,0,0,0,0
2839,1,0.0932,159.74,1767,0,0,0,0,0,0,0
2840,1,0.0788,375.37,12311,2,0,0,0,0,0,2
2841,1,0.1347,407.08,8762,3,0,0,0,1,0,3
2842,1,0.1316,290.43,553,1,0,0,0,1,0,1
2843,1,0.1379,68.16,16306,0,0,0,0,0,1,0
2844,1,0.1442,55.02,2816,2,0,0,0,0,0,2
2845,1,0.0963,144.43,752,1,0,0,1,0,0,1
2846,1,0.1442,524.34,51790,1,0,0,1,0,0,1
2847,1,0.1537,519.21,15586,0,0,0,0,0,0,0
2848,1,0.16,140.63,301,0,0,0,0,0,0,0
2849,1,0.1189,596.96,23518,2,0,0,0,0,0,2
2850,1,0.1537,174.24,260,1,0,0,0,0,0,1
2851,1,0.1505,867.29,3173,1,1,0,0,0,0,2
2852,1,0.1537,313.62,8534,2,0,0,0,0,0,2
2853,1,0.1253,234.27,4702,1,0,0,0,0,0,1
2854,1,0.16,457.05,2350,0,0,0,0,0,0,0
2855,1,0.0932,287.53,1074,1,0,0,0,1,0,1
2856,1,0.1474,138.15,2229,3,0,0,0,0,0,3
2857,1,0.0963,320.95,974,1,0,0,0,0,0,1
2858,1,0.16,351.58,12125,2,0,0,0,0,0,2
2859,1,0.1565,699.73,24030,3,0,0,0,1,0,3
2860,1,0.1663,354.7,5785,1,0,0,1,0,0,1
2861,1,0.1442,51.58,2287,1,0,0,1,0,0,1
2862,1,0.1316,216.13,22630,1,0,0,0,0,1,1
2863,1,0.1379,306.68,3230,0,1,0,0,0,0,1
2864,1,0.08,313.37,22141,1,0,0,0,0,0,1
2865,1,0.0963,449.32,17649,0,0,0,0,0,0,0
2866,1,0.0963,307.31,8305,0,0,0,0,0,0,0
2867,1,0.1411,684.58,25277,0,1,0,0,0,1,1
2868,1,0.0768,86.56,1223,1,0,0,0,0,0,1
2869,1,0.1411,123.23,3437,1,1,0,0,0,0,2
2870,1,0.1284,504.27,27662,0,0,0,0,1,0,0
2871,1,0.1505,143.97,1950,0,0,0,0,0,0,0
2872,1,0.1411,123.23,1,0,0,1,0,1,0,1
2873,1,0.1316,67.55,635,0,0,0,1,0,0,0
2874,1,0.1537,334.53,22875,0,0,0,0,0,0,0
2875,1,0.0963,320.95,9660,2,0,0,0,0,1,2
2876,1,0.0768,249.53,9287,2,0,0,0,0,0,2
2877,1,0.0932,255.58,24142,0,0,0,0,0,0,0
2878,1,0.1347,223.89,2415,2,0,0,0,0,0,2
2879,1,0.08,313.37,33850,3,0,0,0,0,0,3
2880,1,0.0774,280.97,6638,0,0,0,0,0,0,0
2881,1,0.1537,95.83,64,1,0,0,0,0,1,1
2882,1,0.1663,425.64,24249,1,1,0,0,1,0,2
2883,1,0.08,282.03,57033,0,0,0,0,0,0,0
2884,1,0.0963,48.15,0,0,0,0,0,1,0,0
2885,1,0.1253,117.14,16146,3,0,0,1,0,0,3
2886,1,0.1189,198.99,1003,2,0,0,0,0,1,2
2887,1,0.1284,201.71,7699,1,0,0,1,0,0,1
2888,1,0.1442,226.93,6593,2,0,0,0,0,0,2
2889,1,0.1505,104.08,4285,3,1,0,0,0,1,4
2890,1,0.1322,676.02,5142,0,0,0,1,0,0,0
2891,1,0.1253,127.18,168,0,0,0,0,0,0,0
2892,1,0.1284,215.16,4072,0,0,0,0,0,0,0
2893,1,0.1632,439.66,7722,2,0,0,0,0,0,2
2894,1,0.1284,672.36,1954,5,0,0,0,0,0,5
2895,1,0.1253,133.87,36462,1,0,0,0,0,0,1
2896,1,0.1253,602.4,14191,1,0,0,0,1,0,1
2897,1,0.0737,111.77,1060,2,0,0,0,0,0,2
2898,1,0.08,188.02,4487,0,0,0,0,0,0,0
2899,1,0.1189,281.9,14439,1,0,0,0,0,0,1
2900,1,0.1189,50.58,36192,0,0,0,1,0,0,0
2901,1,0.1284,168.09,11,0,0,0,1,0,0,0
2902,1,0.1221,333.15,9985,0,0,0,0,0,0,0
2903,1,0.1379,272.61,14324,2,0,0,0,0,0,2
2904,1,0.1442,51.58,15198,0,0,0,0,0,1,0
2905,1,0.0963,481.42,10,0,0,0,0,0,0,0
2906,1,0.1663,141.0,39502,0,0,0,0,0,0,0
2907,1,0.1284,504.27,9483,0,0,0,0,0,0,0
2908,1,0.0963,304.9,28962,0,0,0,0,0,0,0
2909,1,0.0768,124.77,1410,0,0,0,0,0,0,0
2910,1,0.1442,110.03,6039,2,0,0,0,0,0,2
2911,1,0.16,421.89,11660,2,0,0,0,0,0,2
2912,1,0.1189,497.46,9642,0,0,0,0,0,0,0
2913,1,0.08,31.34,3106,0,0,0,0,0,0,0
2914,1,0.08,175.49,0,1,0,0,0,0,0,1
2915,1,0.1221,399.78,19817,2,0,0,0,0,0,2
2916,1,0.1221,326.49,9630,0,0,1,0,0,1,1
2917,1,0.1411,246.45,1621,1,0,0,0,0,0,1
2918,1,0.1189,212.25,3391,2,0,0,0,0,0,2
2919,1,0.08,188.02,12454,0,0,0,0,0,0,0
2920,1,0.1221,116.61,53059,3,0,0,0,1,0,3
2921,1,0.1474,345.37,12403,2,1,0,0,0,0,3
2922,1,0.0768,155.96,695,0,0,0,0,0,0,0
2923,1,0.1221,273.19,6383,1,0,0,0,1,0,1
2924,1,0.1392,109.24,2596,3,0,0,0,0,0,3
2925,1,0.1284,252.14,10638,0,0,0,0,0,0,0
2926,1,0.1474,41.45,1716,0,0,0,0,0,0,0
2927,1,0.1379,85.19,1838,0,0,0,0,0,0,0
2928,1,0.0932,319.47,56153,1,0,0,0,0,0,1
2929,1,0.1316,287.05,9172,0,0,0,0,0,0,0
2930,1,0.1316,202.63,22713,1,0,0,0,0,0,1
2931,1,0.1284,33.62,2533,0,0,1,0,0,0,1
2932,1,0.0932,95.85,1870,0,0,0,0,1,0,0
2933,1,0.0768,187.15,7926,3,0,0,0,0,0,3
2934,1,0.08,250.69,12269,2,0,0,0,0,0,2
2935,1,0.1284,181.54,7828,2,0,0,0,0,0,2
2936,1,0.1347,305.31,8081,0,1,0,0,0,0,1
2937,1,0.0932,255.58,3845,0,0,0,0,0,0,0
2938,1,0.1221,499.73,11774,0,0,0,0,0,0,0
2939,1,0.16,285.66,21438,1,0,1,1,0,0,2
2940,1,0.08,156.69,6576,0,0,0,0,0,0,0
2941,1,0.1568,192.51,10311,0,1,1,0,0,0,2
2942,1,0.1411,198.53,6419,0,0,0,0,0,0,0
2943,1,0.1221,666.3,0,2,0,0,0,0,0,2
2944,1,0.1284,605.13,22099,0,0,0,0,0,0,0
2945,1,0.2086,902.54,45414,0,1,0,0,0,1,1
2946,1,0.0768,77.98,27222,1,0,0,0,0,0,1
2947,1,0.0963,346.62,4229,0,0,0,0,0,0,0
2948,1,0.1474,268.53,22556,0,0,0,0,1,0,0
2949,1,0.1221,506.39,32709,0,0,0,0,0,1,0
2950,1,0.1221,263.19,2140,3,0,0,0,0,0,3
2951,1,0.0963,192.57,257,0,0,0,0,0,0,0
2952,1,0.1379,238.53,8299,0,0,0,0,0,0,0
2953,1,0.0932,325.86,9943,0,0,0,0,0,0,0
2954,1,0.08,313.37,944,2,0,0,1,0,0,2
2955,1,0.1537,139.39,370,1,0,0,0,0,0,1
2956,1,0.1189,464.3,4577,2,0,0,0,0,0,2
2957,1,0.16,215.34,5636,2,1,0,0,0,0,3
2958,1,0.1316,202.63,18634,1,0,0,0,0,0,1
2959,1,0.1379,115.86,18212,1,0,0,0,0,1,1
2960,1,0.0963,115.54,849,0,0,0,0,0,0,0
2961,1,0.1221,233.21,0,2,0,0,0,1,0,2
2962,1,0.1253,200.8,1510,1,0,0,0,0,0,1
2963,1,0.0737,111.77,2521,0,0,0,0,0,0,0
2964,1,0.08,238.16,1805,2,0,0,0,0,0,2
2965,1,0.0963,481.42,5544,0,0,0,0,0,0,0
2966,1,0.1758,790.73,31008,3,0,0,1,0,0,3
2967,1,0.1221,266.52,2722,2,0,0,0,1,0,2
2968,1,0.1189,397.97,14989,1,0,0,0,0,0,1
2969,1,0.1379,340.76,6729,1,0,0,1,0,0,1
2970,1,0.1474,448.98,21124,3,0,0,0,0,0,3
2971,1,0.1568,367.52,24151,3,0,0,0,0,0,3
2972,1,0.1316,506.56,4923,2,0,0,0,0,0,2
2973,1,0.1411,513.44,26803,0,0,0,0,0,0,0
2974,1,0.1284,228.61,7783,0,0,0,0,1,0,0
2975,1,0.0932,415.31,9957,0,0,0,0,0,0,0
2976,1,0.08,250.69,5262,0,1,0,0,0,0,1
2977,1,0.1221,533.04,10144,0,0,0,0,1,0,0
2978,1,0.0963,256.76,132,3,0,0,0,0,0,3
2979,1,0.1316,515.0,6759,3,0,0,0,1,0,3
2980,1,0.0932,76.68,2184,1,0,0,0,0,1,1
2981,1,0.1347,508.84,8644,0,0,0,0,0,0,0
2982,1,0.0963,102.71,6479,1,0,0,0,0,1,1
2983,1,0.08,338.43,10232,2,0,0,0,0,0,2
2984,1,0.1442,343.83,20344,0,0,0,0,0,0,0
2985,1,0.1316,378.23,8897,3,0,0,1,1,0,3
2986,1,0.1442,469.33,34847,1,1,0,0,0,1,2
2987,1,0.1316,324.2,11246,0,0,0,0,0,0,0
2988,1,0.1379,163.57,19146,3,0,0,0,0,1,3
2989,1,0.1253,334.67,28872,1,0,0,0,0,0,1
2990,1,0.1189,149.24,850,0,1,0,0,0,0,1
2991,1,0.0963,449.32,45050,0,0,0,0,0,0,0
2992,1,0.16,112.51,1715,0,0,0,0,1,0,0
2993,1,0.08,156.69,5748,0,1,0,0,0,1,1
2994,1,0.1189,165.82,9764,3,0,0,0,0,0,3
2995,1,0.0932,95.85,722,0,0,0,0,0,0,0
2996,1,0.1474,621.67,18451,2,0,0,0,0,1,2
2997,1,0.1411,136.92,6855,0,0,0,0,1,0,0
2998,1,0.1221,346.48,17610,0,0,0,0,0,1,0
2999,1,0.1189,58.04,3002,3,1,0,0,0,1,4
3000,1,0.0932,247.59,18540,0,0,0,0,0,1,0
3001,1,0.1758,503.19,18991,0,0,1,0,0,0,1
3002,1,0.1347,165.38,10800,1,0,0,0,0,0,1
3003,1,0.1189,464.3,47016,0,0,0,0,0,0,0
3004,1,0.1347,254.42,40310,1,0,0,0,0,0,1
